experiment_id,parent_experiment_id,comparison_group_id,question_id,status,dataset_ids,dataset_version,preprocessing_version,split_manifest,random_seeds,initial_representation_id,representation_method_id,model,code_commit,hyperparameters_path,learned_embedding_path,downstream_task,evaluation_metrics_path,runtime_seconds,hardware_software_environment,saved_artifacts_manifest,biological_evaluation_path,reproducibility_status,run_record_path,started_at,finished_at,notes
EXP-MB-E11-RNA-KMEANS-S1729,,P3C-MB_E11-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/metrics.json,1.7899821249884553,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-RNA-KMEANS-S1729/provenance.json,2026-09-11T19:25:23.683927+00:00,2026-09-11T19:25:25.474162+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-RNA-KMEANS-S2718,,P3C-MB_E11-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/metrics.json,1.7940216669958318,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-RNA-KMEANS-S2718/provenance.json,2026-09-11T19:25:25.548949+00:00,2026-09-11T19:25:27.343207+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-RNA-KMEANS-S31415,,P3C-MB_E11-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/metrics.json,2.056715584010817,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-RNA-KMEANS-S31415/provenance.json,2026-09-11T19:25:27.417080+00:00,2026-09-11T19:25:29.474123+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-PCA-KMEANS-S1729,,P3C-MB_E11-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/metrics.json,0.05768887500744313,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-PCA-KMEANS-S1729/provenance.json,2026-09-11T19:25:29.558541+00:00,2026-09-11T19:25:29.616440+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-PCA-KMEANS-S2718,,P3C-MB_E11-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/metrics.json,0.05567012500250712,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-PCA-KMEANS-S2718/provenance.json,2026-09-11T19:25:29.684305+00:00,2026-09-11T19:25:29.740190+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-PCA-KMEANS-S31415,,P3C-MB_E11-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/metrics.json,0.05452362500363961,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-PCA-KMEANS-S31415/provenance.json,2026-09-11T19:25:29.808214+00:00,2026-09-11T19:25:29.862945+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-SPACE-KMEANS-S1729,,P3C-MB_E11-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/metrics.json,0.03593616600846872,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-SPACE-KMEANS-S1729/provenance.json,2026-09-11T19:25:29.926853+00:00,2026-09-11T19:25:29.962981+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-SPACE-KMEANS-S2718,,P3C-MB_E11-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/metrics.json,0.034523916998296045,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-SPACE-KMEANS-S2718/provenance.json,2026-09-11T19:25:30.024926+00:00,2026-09-11T19:25:30.059650+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-SPACE-KMEANS-S31415,,P3C-MB_E11-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/metrics.json,0.0355567090009572,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-SPACE-KMEANS-S31415/provenance.json,2026-09-11T19:25:30.119131+00:00,2026-09-11T19:25:30.154897+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-ATAC-KMEANS-S1729,,P3C-MB_E11-ATAC,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/metrics.json,0.03450079199683387,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-ATAC-KMEANS-S1729/provenance.json,2026-09-11T19:25:30.219265+00:00,2026-09-11T19:25:30.253972+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-ATAC-KMEANS-S2718,,P3C-MB_E11-ATAC,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/metrics.json,0.06368291600665543,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-ATAC-KMEANS-S2718/provenance.json,2026-09-11T19:25:30.312818+00:00,2026-09-11T19:25:30.376703+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-ATAC-KMEANS-S31415,,P3C-MB_E11-ATAC,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/metrics.json,0.035328917001606897,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-ATAC-KMEANS-S31415/provenance.json,2026-09-11T19:25:30.437805+00:00,2026-09-11T19:25:30.473328+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-CONCAT-KMEANS-S1729,,P3C-MB_E11-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/metrics.json,1.5958442499977536,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S1729/provenance.json,2026-09-11T19:25:30.534540+00:00,2026-09-11T19:25:32.130600+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-CONCAT-KMEANS-S2718,,P3C-MB_E11-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/metrics.json,1.721610916996724,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S2718/provenance.json,2026-09-11T19:25:32.201641+00:00,2026-09-11T19:25:33.923482+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E11-CONCAT-KMEANS-S31415,,P3C-MB_E11-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E11_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/metrics.json,1.7488576250034384,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E11-CONCAT-KMEANS-S31415/provenance.json,2026-09-11T19:25:33.997591+00:00,2026-09-11T19:25:35.746669+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E13-RNA-KMEANS-S1729,,P3C-MB_E13-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E13_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/metrics.json,2.731390749991988,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E13-RNA-KMEANS-S1729/provenance.json,2026-09-11T19:25:45.555397+00:00,2026-09-11T19:25:48.286063+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E13-RNA-KMEANS-S2718,,P3C-MB_E13-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E13_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/metrics.json,2.6278871660033474,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E13-RNA-KMEANS-S2718/provenance.json,2026-09-11T19:25:48.360487+00:00,2026-09-11T19:25:50.987834+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E13-RNA-KMEANS-S31415,,P3C-MB_E13-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E13_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/config.yaml,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/metrics.json,2.894169624996721,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/environment.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E13-RNA-KMEANS-S31415/provenance.json,2026-09-11T19:25:51.060930+00:00,2026-09-11T19:25:53.954616+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E13-PCA-KMEANS-S1729,,P3C-MB_E13-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E13_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/config.yaml,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/metrics.json,0.0916658749920316,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/environment.json,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E13-PCA-KMEANS-S1729/provenance.json,2026-09-11T19:25:54.033639+00:00,2026-09-11T19:25:54.125495+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-MB-E13-PCA-KMEANS-S2718,,P3C-MB_E13-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,Mouse_Brain_E13_S1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/config.yaml,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/metrics.json,0.0855119579937309,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/environment.json,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-MB-E13-PCA-KMEANS-S2718/provenance.json,2026-09-11T19:25:54.189651+00:00,2026-09-11T19:25:54.275345+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
